Model,Z_SMSE,Z_MSE,Y_SMSE,Y_MSE,Y_SMSE_TOP,Y_MSE_TOP,LML,Kernel_Params
"Periodic + WhiteK, x:none, y:logshift",1.22789,0.23279773766193138,1.92402,0.010495902775353476,0.524339,0.0028603617715269123,-17.2482,"1.45**2 * ExpSineSquared(len_scale=3.54, periodicity=2.19) + WhiteK(noise=0.126)"
"Periodic + WhiteK, x:none, y:none",1.03624,0.005652880260450886,1.03624,0.005652880260450886,0.61709,0.003366338147381378,29.9996,"0.117**2 * ExpSineSquared(len_scale=8.61, periodicity=1.51) + WhiteK(noise=0.00553)"
"Periodic + WhiteK, x:none, y:pow-scaled",0.999984,0.9999843189162073,1.00188,0.005465461853276265,0.68525,0.0037381603849073676,-38.3112,"0.0034**2 * ExpSineSquared(len_scale=0.334, periodicity=0.000877) + WhiteK(noise=1)"
"Periodic + WhiteK, x:scaled, y:pow-scaled",0.99999,0.9999903849257243,1.0019,0.005465518528416063,0.685265,0.003738245847918689,-38.3113,"0.00339**2 * ExpSineSquared(len_scale=0.333, periodicity=0.0019) + WhiteK(noise=1)"
"Periodic, x:none, y:pow-scaled",1,0.9999999999999999,1.0019,0.005465533671219498,0.685282,0.0037383360606322723,-38.3113,"1**2 + ExpSineSquared(len_scale=1.46e-07, periodicity=5.74)"
"Periodic, x:none, y:scaled",0.997202,0.9972021508274774,0.997202,0.005439917332101463,0.72546,0.0039575147069386375,-37.246,"1.18**2 + ExpSineSquared(len_scale=0.00549, periodicity=2.35e-07)"
"Locally Periodic + WhiteK, x:none, y:power",1.07806,0.0006250274667056996,1.05387,0.005749047842468421,0.751324,0.004098608873765191,59.3992,"0.0515**2 * RBF(len_scale=[1e+05, 4.7e+03, 1.37e+04]) * ExpSineSquared(len_scale=3.73e+04, periodicity=58.1) + WhiteK(noise=0.000602)"
"Locally Periodic + WhiteK, x:scaled, y:power",1.07807,0.0006250359164160905,1.05387,0.005749025969775321,0.751363,0.004098821456267464,59.399,"0.0515**2 * RBF(len_scale=[4.96e+04, 565, 2.48e+04]) * ExpSineSquared(len_scale=8.88e+03, periodicity=9.53) + WhiteK(noise=0.000602)"
"Periodic + WhiteK, x:none, y:power",1.08207,0.0006273516002291937,1.05589,0.005760079853842494,0.754433,0.004115570250446043,59.3643,"0.0503**2 * ExpSineSquared(len_scale=10, periodicity=10) + WhiteK(noise=0.000603)"
"Periodic + WhiteK, x:none, y:scaled",0.999999,0.9999992029142646,0.999999,0.005455175754993029,0.757938,0.004134687224913252,-38.3113,"0.00341**2 * ExpSineSquared(len_scale=0.335, periodicity=0.00166) + WhiteK(noise=1)"
"Periodic, x:scaled, y:scaled",1,0.9999999999999994,1,0.00545518010323927,0.757946,0.0041347330597002315,-38.3113,"1**2 + ExpSineSquared(len_scale=1.46e-07, periodicity=5.74)"
"Periodic + WhiteK, x:scaled, y:scaled",0.999999,0.9999993723849708,0.999999,0.005455176679486253,0.757949,0.0041347483426767894,-38.3113,"0.00337**2 * ExpSineSquared(len_scale=0.334, periodicity=0.0388) + WhiteK(noise=1)"
"Periodic, x:scaled, y:pow-scaled",0.997534,0.9975335150290706,0.988549,0.005392711540112251,0.777511,0.0042414609586120125,-37.9107,"1.18**2 + ExpSineSquared(len_scale=0.00549, periodicity=2.35e-07)"
"Locally Periodic + WhiteK, x:scaled, y:logshift",1.20196,0.2278816359507917,1.84016,0.0100383958996313,0.829622,0.0045257385005817545,-18.2407,"1.46**2 * RBF(len_scale=[2.69e+04, 1.75e+03, 10.2]) * ExpSineSquared(len_scale=46, periodicity=0.0606) + WhiteK(noise=0.173)"
"Linear + RBF + WhiteK, x:scaled, y:none",1.14567,0.006249823324649906,1.14567,0.006249823324649906,0.830185,0.004528807027511245,20.6716,"DotProduct(sigma_0=0.0843) + 0.0751**2 * RBF(len_scale=[3.31e-07, 10, 6.08]) + WhiteK(noise=1e-07)"
"RBF, x:none, y:logshift",1.65029,0.3128799207823241,12.8953,0.0703463675274257,0.83541,0.004557309521074926,-21.6156,"1.1**2 + RBF(len_scale=[1.2, 0.0421, 6.93])"
"Periodic, x:none, y:logshift",7.02547,1.3319688123731945,464.011,2.5312613369059953,384.878,2.099576889206017,-41.3648,"1.18**2 + ExpSineSquared(len_scale=0.00549, periodicity=2.35e-07)"
"Periodic, x:scaled, y:logshift",6.73195,1.2763194913383964,436.463,2.380986377302128,395.17,2.155721959466083,-42.0187,"1.18**2 + ExpSineSquared(len_scale=0.00549, periodicity=2.35e-07)"
