Model,Z_SMSE,Z_MSE,Y_SMSE,Y_MSE,Y_SMSE_TOP,Y_MSE_TOP,LML,Kernel_Params
"Rational Quad, x:none, y:logshift-scaled",0.133562,0.13356221430803158,0.0786338,0.11701133863676125,0.0217013,0.032292716869485434,-21.4579,"3.42**2 + RationalQuadratic(α=0.161, len_scale=2.47)"
"Matern 0.5 + WhiteK, x:scaled, y:logshift",0.111976,0.02775227679905435,0.0420266,0.06253788552255225,0.0228043,0.03393409016110246,3.99361,"0.416**2 * Matern(len_scale=[3.02, 10, 2.99, 10, 10, 10, 7.96, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:scaled, y:logshift",0.111976,0.0277522554778424,0.0420265,0.06253771109919724,0.0228043,0.03393409025996417,3.99371,"0.416**2 + Matern(len_scale=[3.02, 10, 2.99, 10, 10, 10, 7.96, 10], nu=0.5)"
"Rational Quad + WhiteK, x:none, y:logshift",0.134383,0.03330554250053934,0.0794899,0.11828524865609866,0.0231917,0.034510532142425374,15.1291,"1.27**2 * RationalQuadratic(α=0.325, len_scale=1.85) + WhiteK(noise=1e-07)"
"Rational Quad, x:none, y:logshift",0.134342,0.03329533295812498,0.0794538,0.11823158660381414,0.0232589,0.034610509886628456,15.1682,"1.27**2 + RationalQuadratic(α=0.324, len_scale=1.86)"
"Rational Quad + WhiteK, x:scaled, y:logshift",0.159891,0.039627463563224316,0.0968018,0.14404644416307308,0.0235643,0.03506503294095266,11.0888,"1.23**2 * RationalQuadratic(α=0.351, len_scale=6.07) + WhiteK(noise=1e-07)"
"Rational Quad, x:scaled, y:logshift",0.159876,0.03962383774245415,0.0967567,0.143979231629083,0.0235798,0.03508807553687728,11.116,"1.23**2 + RationalQuadratic(α=0.35, len_scale=6.08)"
"Ridge + RQ + WhiteK, x:none, y:logshift-scaled",0.11979,0.11978990022358674,0.0701916,0.10444887789940653,0.0235976,0.03511453823307466,-18.9123,"DotProduct(sigma_0=3.99e-05) + 1.07**2 * RationalQuadratic(α=2.07, len_scale=0.957) + WhiteK(noise=1e-07)"
"Ridge + RQ + WhiteK, x:none, y:logshift",0.110656,0.027424987747600296,0.0681325,0.10138481969321379,0.0251671,0.03745007437703226,14.3845,"DotProduct(sigma_0=1e-07) + 1.1**2 * RationalQuadratic(α=0.433, len_scale=1.72) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:scaled, y:logshift-scaled",0.0455739,0.04557391022460215,0.0245803,0.03657688208762738,0.025927,0.038580865068934295,-6.46355,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=2.6e-06) + 0.995**2 * Matern(len_scale=[3.53, 5.47, 2.13, 10, 10, 10, 5.33, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Ridge + RQ + WhiteK, x:scaled, y:logshift",0.126522,0.031357327197011904,0.08267,0.12301746021497925,0.027225,0.04051227047973903,3.23026,"DotProduct(sigma_0=1e-07) + 0.696**2 * RationalQuadratic(α=2.95, len_scale=3.76) + WhiteK(noise=1e-07)"
"Matern 0.5 + WhiteK, x:scaled, y:power",0.0391042,0.280647418465699,0.0398122,0.059242792739603305,0.0482434,0.07178887274287968,-92.1568,"3.01**2 * Matern(len_scale=[7.72, 10, 6.51, 10, 10, 10, 10, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:scaled, y:power",0.0391042,0.28064713591363827,0.0398122,0.05924272727376832,0.0482435,0.07178900081101416,-92.1567,"3.01**2 + Matern(len_scale=[7.72, 10, 6.51, 10, 10, 10, 10, 10], nu=0.5)"
"Ridge + RQ + WhiteK, x:scaled, y:logshift-scaled",0.139045,0.1390451709177284,0.0957943,0.1425471582075734,0.0498242,0.07414108508717972,-28.7069,"DotProduct(sigma_0=0.87) + 0.873**2 * RationalQuadratic(α=1e+05, len_scale=2.7) + WhiteK(noise=1e-07)"
"Matern 0.5, x:scaled, y:none",0.0501081,0.07456361023955646,0.0501081,0.07456361023955646,0.0705066,0.1049176182339491,-59.893,"1.64**2 + Matern(len_scale=[9.02, 10, 7.35, 10, 10, 10, 10, 10], nu=0.5)"
"Matern 0.5 + WhiteK, x:scaled, y:none",0.0501086,0.07456438347958347,0.0501086,0.07456438347958347,0.0705069,0.10491810518184425,-59.893,"1.64**2 * Matern(len_scale=[9.02, 10, 7.35, 10, 10, 10, 10, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Locally Periodic, x:scaled, y:logshift",0.147653,0.036594355537407655,0.112077,0.16677714174734587,0.0942964,0.1403181862033807,11.7363,"0.624**2 * RBF(len_scale=[2.8, 2.9, 2.9, 3.48, 3.99, 4.23, 3.7, 6.71]) + ExpSineSquared(len_scale=35.5, periodicity=1.44)"
"Periodic + WhiteK, x:scaled, y:logshift",1.10483,0.2738208501818822,3.52047,5.238645441130806,0.110468,0.16438180261672347,-59.1989,"1.44**2 * ExpSineSquared(len_scale=10, periodicity=1.17) + WhiteK(noise=1.1)"
"Periodic + WhiteK, x:none, y:logshift",0.218793,0.0542256834287495,0.127658,0.18996242607763014,0.127272,0.18938718252695658,-11.28,"2.09**2 * ExpSineSquared(len_scale=5.76, periodicity=6.88) + WhiteK(noise=0.0616)"
"Periodic + WhiteK, x:scaled, y:scaled",0.87167,0.8716700675637971,0.87167,1.297092768889817,1.22491,1.8227326603963343,-72.1813,"0.425**2 * ExpSineSquared(len_scale=0.236, periodicity=10) + WhiteK(noise=0.938)"
"Periodic + WhiteK, x:scaled, y:logshift-scaled",0.971345,0.9713451537182739,0.957704,1.425116087766315,1.36051,2.0245196963438548,-73.4187,"0.306**2 * ExpSineSquared(len_scale=0.125, periodicity=10) + WhiteK(noise=0.942)"
"Periodic + WhiteK, x:none, y:logshift-scaled",0.917465,0.9174649352634224,0.89447,1.3310196874870361,1.41113,2.099844186030318,-72.695,"0.125**2 * ExpSineSquared(len_scale=0.871, periodicity=1.03) + WhiteK(noise=0.993)"
"Periodic + WhiteK, x:scaled, y:pow-scaled",0.925806,0.9258058697993578,0.927494,1.3801619467795898,1.45676,2.1677432116522812,-73.057,"0.417**2 * ExpSineSquared(len_scale=0.122, periodicity=10) + WhiteK(noise=0.96)"
"Periodic, x:none, y:logshift-scaled",1,1.0000000000000002,1.00376,1.4936537114972208,1.58056,2.35195475572098,-73.7848,"1**2 + ExpSineSquared(len_scale=2.72e-05, periodicity=0.00158)"
"Periodic, x:scaled, y:logshift-scaled",1,1.0000000000000002,1.00376,1.4936537114972208,1.58056,2.35195475572098,-73.7848,"1**2 + ExpSineSquared(len_scale=2.72e-05, periodicity=0.00158)"
"Locally Periodic + WhiteK, x:none, y:logshift-scaled",1,1.0000000000000002,1.00376,1.4936537108419652,1.58056,2.3519547691137044,-73.7848,"0.947**2 * RBF(len_scale=[9.48e-05, 69.6, 0.252, 0.000166, 0.895, 2.21e-05, 1.24e+04, 0.00387]) * ExpSineSquared(len_scale=42.2, periodicity=0.0131) + WhiteK(noise=0.103)"
"Periodic, x:none, y:scaled",1,1.0000000000000002,1,1.4880547321247592,1.73813,2.5864280141466294,-73.7848,"1**2 + ExpSineSquared(len_scale=1.46e-07, periodicity=5.74)"
"Periodic, x:scaled, y:scaled",1,1.0000000000000002,1,1.4880547321247592,1.73813,2.5864280141466294,-73.7848,"1**2 + ExpSineSquared(len_scale=1.46e-07, periodicity=5.74)"
"Locally Periodic + WhiteK, x:none, y:scaled",1,1.0000000000000002,1,1.4880547321247592,1.73813,2.5864280141466294,-73.7848,"0.781**2 * RBF(len_scale=[711, 0.000993, 1.39, 8.4, 2.91e-05, 11.9, 0.000507, 4.47e-05]) * ExpSineSquared(len_scale=3.08e+04, periodicity=4.53e+04) + WhiteK(noise=0.39)"
"Periodic, x:none, y:pow-scaled",1,0.9999999999999998,1,1.4880547388063665,1.7383,2.586690278359556,-73.7848,"1**2 + ExpSineSquared(len_scale=1.77e-06, periodicity=1.77e-06)"
"Periodic, x:scaled, y:pow-scaled",1,0.9999999999999998,1,1.4880547388063665,1.7383,2.586690278359556,-73.7848,"1**2 + ExpSineSquared(len_scale=1.77e-06, periodicity=1.77e-06)"
"Locally Periodic + WhiteK, x:none, y:pow-scaled",1,0.9999999999999999,1,1.4880547388064058,1.7383,2.5866902791242454,-73.7848,"0.781**2 * RBF(len_scale=[711, 0.000993, 1.39, 8.4, 2.91e-05, 11.9, 0.000507, 4.47e-05]) * ExpSineSquared(len_scale=3.08e+04, periodicity=4.53e+04) + WhiteK(noise=0.39)"
"Locally Periodic + WhiteK, x:scaled, y:none",1.03959,1.5469665551045266,1.03959,1.5469665551045266,1.81481,2.700532244364143,-88.5078,"8.3**2 * RBF(len_scale=[7.64e+04, 6.27e+04, 7.62e+04, 6.5e+04, 1e+05, 1e+05, 6.28e+04, 1e+05]) * ExpSineSquared(len_scale=1e+05, periodicity=7.59e+04) + WhiteK(noise=1.52)"
"Locally Periodic + WhiteK, x:scaled, y:power",1.03959,7.461012683665194,1.0396,1.5469866298037795,1.82082,2.709476264052244,-129.185,"14.5**2 * RBF(len_scale=[7.27e+04, 7.39e+04, 7.24e+04, 7.5e+04, 7.67e+04, 1e+05, 7.51e+04, 1e+05]) * ExpSineSquared(len_scale=9.47e+04, periodicity=6.54e+04) + WhiteK(noise=7.32)"
"Periodic, x:none, y:logshift",4.63943,1.1498401890214376,1.80023,2.678845861589705,4.76037,7.083690042129154,-78.8249,"1.18**2 + ExpSineSquared(len_scale=0.00549, periodicity=2.35e-07)"
"Periodic, x:scaled, y:logshift",5.1633,1.2796758349235833,1.87824,2.794928056783612,5.11095,7.605376692697113,-79.8527,"1.18**2 + ExpSineSquared(len_scale=0.00549, periodicity=2.35e-07)"
"Locally Periodic + WhiteK, x:none, y:logshift",5.42986,1.3457393988540785,1.95642,2.9112532056086637,5.26672,7.8371713682960245,-81.5053,"1.15**2 * RBF(len_scale=[0.0179, 198, 23.7, 7.45e+03, 0.527, 0.000157, 136, 405]) * ExpSineSquared(len_scale=4.1, periodicity=512) + WhiteK(noise=0.0338)"
"Locally Periodic + WhiteK, x:none, y:none",47.3431,70.44915688301461,47.3431,70.44915688301461,65.9861,98.19095001120573,-184.412,"8.38**2 * RBF(len_scale=[0.018, 198, 23.7, 7.45e+03, 0.528, 0.000166, 136, 405]) * ExpSineSquared(len_scale=4.1, periodicity=512) + WhiteK(noise=0.254)"
"Periodic + WhiteK, x:scaled, y:none",47.3431,70.44917567577804,47.3431,70.44917567577804,65.9861,98.19095006958736,-184.412,"8.39**2 * ExpSineSquared(len_scale=5e-06, periodicity=2.85e-06) + WhiteK(noise=2.93e-06)"
"Periodic, x:none, y:none",47.3431,70.44917567577802,47.3431,70.44917567577802,65.9861,98.19095006958739,-184.412,"8.39**2 + ExpSineSquared(len_scale=1.46e-07, periodicity=5.74)"
"Periodic, x:scaled, y:none",47.3431,70.44917567577802,47.3431,70.44917567577802,65.9861,98.19095006958739,-184.412,"8.39**2 + ExpSineSquared(len_scale=1.46e-07, periodicity=5.74)"
"Locally Periodic, x:scaled, y:power",23.9893,172.16892478884682,211.522,314.7557270649134,188.083,279.87713547896135,-204.681,"14**2 * RBF(len_scale=[1e+05, 52.6, 413, 0.0071, 191, 1e+05, 21, 21.7]) + ExpSineSquared(len_scale=0.855, periodicity=0.000111)"
"Locally Periodic + WhiteK, x:none, y:power",30.1859,216.64169436882233,295.851,440.2430015753605,341.754,508.5484131217394,-213.619,"14.7**2 * RBF(len_scale=[0.0183, 198, 23.7, 7.45e+03, 0.528, 0.000192, 136, 405]) * ExpSineSquared(len_scale=4.1, periodicity=512) + WhiteK(noise=0.488)"
"Periodic, x:none, y:power",30.186,216.64260871359895,295.853,440.24613675737913,341.754,508.5492757865989,-213.619,"14.7**2 + ExpSineSquared(len_scale=3.12e-05, periodicity=0.00145)"
"Periodic, x:scaled, y:power",30.186,216.64260871359895,295.853,440.24613675737913,341.754,508.5492757865989,-213.619,"14.7**2 + ExpSineSquared(len_scale=3.12e-05, periodicity=0.00145)"
"Periodic + WhiteK, x:scaled, y:power",30.186,216.64260871359892,295.853,440.24614334904686,341.754,508.5492828830909,-213.619,"14.7**2 * ExpSineSquared(len_scale=3.01e-06, periodicity=5.71) + WhiteK(noise=1.28)"
